Sr No,Event,Article ,Headline,Publisher,Label
118,,"NEW DELHI: People of Delhi have explained the ""true"" meaning of nationalism through their mandate, AAP's Manish Sisodia said after his victory in the assembly poll, as he took a jibe at the BJP whose campaign revolved around ""nationalism"" and other related issues.

""Being in government and providing quality education is real patriotism,"" the outgoing deputy chief minister, and one of AAP's prominent faces, tweeted after defeating his BJP rival from the Patparganj seat.

Complete Coverage on Delhi Elections

Sisodia, who won the seat for a third term, alleged the BJP indulged in the ""politics of hate, but people refused to be divided"".

""I am happy to have won the Patparganj seat again. The BJP indulged in politics of hate. But I thank the people of Patparganj. Today, Delhi's people have chosen a government which works for them. They have explained the true meaning of nationalism through their mandate,"" he told reporters.

He later took to Twitter to explain what patriotism meant for him.

""Heartiest thanks Delhi for respecting five years of work, for respecting education. Being in government and providing quality education is real patriotism"".

Sisodia, who was the deputy chief minister and led the outgoing AAP government's education reforms agenda, defeated BJP's Ravinder Singh Negi by a margin of over 3,500 votes.

The initial trends saw a seasaw battle between Sisodia and Negi.

In 2013, Sisodia had won by a margin of 11,000 votes and in 2015 by over 28,000.

Before the polling date, BJP candidate Kapil Mishra had tweeted, ""India vs Pakistan 8th February Delhi. There will a contest on Delhi Roads between India and Pakistan on February 8."" Mishra lost.

On January 28, senior BJP leaders from various states, including former Maharashtra chief minister Devendra Fadnavis, had slammed the ruling AAP and dubbed the February 8 Assembly polls in the national capital as a fight between ""nationalism"" and ""anarchy"".",,,
119,,"The decision to name the two institutions after Sushma Swaraj came a day before her 68th birth anniversary.

The Pravasi Bharatiya Kendra, a cultural centre reflecting India's connect with its diaspora, was on Thursday renamed Sushma Swaraj Bhavan in honour of the late External Affairs Minister known for her empathy in reaching out to distressed Indians globally.

The Foreign Service Institute, a renowned institution where diplomats are trained, has also been renamed as Sushma Swaraj Institute of Foreign Service.

The government's decision to name the two institutions after Sushma Swaraj came a day before her 68th birth anniversary.

The illustrious leader who brought rare empathy and a human approach to India's diplomacy as External Affairs Minister in the previous Narendra Modi government died on August 6 last year following a massive cardiac arrest.

The Ministry of External Affairs, in a statement, said the two institutions have been renamed in solemn tribute to the ""invaluable contribution"" of Sushma Swaraj to Indian diplomacy, the cause of the Indian diaspora and the ethos of public service.

""The announcement is being made on the eve of her birth anniversary falling on February 14 in honour of the legacy and decades of public service of the former External Affairs Minister,"" it said.

As External Affairs Minister, Sushma Swaraj brought a sense of assertiveness in India's diplomacy besides engaging the diaspora, a central focus of the country's foreign policy priorities.

She was one of the most followed foreign ministers on Twitter globally. She was known for helping Indians stuck abroad as she was quick to respond to their calls for help on Twitter. She even became popular in Pakistan for her response to people wanting to get visas for medical treatment in India.

The Pravasi Bharatiya Kendra located in the heart of the Capital was set up to recognise the contributions of the overseas Indian community to India's growth and development.

A museum in the Kendra depicts the history of migration of the overseas Indian community as well as their experiences and contributions.

She had many firsts to her credit - the youngest Cabinet Minister in the Haryana government, the first woman Chief Minister of Delhi and the first woman spokesperson for a national political party in the country.

She was Information and Broadcasting Minister in the 13-day Atal Bihari Vajpayee government in 1996 and got the Cabinet portfolio again after he led the BJP to power in 1998. Long seen as a protege of veteran BJP leader L.K. Advani, she also was the Leader of the Opposition in the Lok Sabha between 2009-14.

Sushma Swaraj, a law graduate who practised in the Supreme Court, was elected seven times as a Member of Parliament and three times as a Member of the Legislative Assembly.",,,
120,,"NEW DELHI: Union home minister Amit Shah on Monday said the Delhi assembly election is a clear contest between patriots under Prime Minister Narendra Modi and people who oppose the Citizenship Amendment Act and support Shaheen Bagh.

Speaking at a public meeting organised in support of Master Azad Singh, the Mundka BJP candidate and brother of former Delhi CM Sahib Singh Verma, Shah said, ""Desh par jo ungli uthayega, usko munh tod jawaab Narendra Modi sarkar degi (Whoever points a finger at the nation, the Modi government will give a resounding answer to them).""

""When people of Delhi go to vote, they should keep in mind that this election is between two ideologies. On one side are Rahul Gandhi and Arvind Kejriwal, who do appeasement politics for vote bank and are with Shaheen Bagh. On the other, there is BJP under PM Modi, which is a group of patriots who want to ensure the development and security of Delhi and the country,"" Shah added.

Promising to remove Lal Dora and development in unauthorised colonies once voted to power, the BJP star campaigner said, ""Modiji has a plan ready for these colonies. But we need to be in power in the state to make it a reality. In Delhi, people living in jhuggis will get two-room flats built under Pradhan Mantri Awas Yojana. There will be paved roads, streetlights, proper drainage, gardens and libraries. But for that we need a BJP government in Delhi.""

""We will give scooters to poor college-going girls, bicycles to primary and secondary school girl students and flour to poor at Rs 1 per kg up to 5kg per person. We don't make false promises. We say it and we do it. Our government is going to form in Delhi and I assure you that both the central and state governments are going to make Delhi the best capital in the world,"" the home minister said.

Shah also addressed meetings at Sadar Bazar, Rajendra Nagar and Chirag Dilli and attended a roadshow at Karol Bagh. At Sadar Bazar, he assured that CAA was not meant to take anyone's citizenship.

""These people (Congress and AAP) instigated our Muslim brothers and sisters that your citizenship will go away. I have said this many times. Citizenship will be given to refugees under CAA, not taken away from anyone. These people (refugees) have as much right here as you or me. You tell me whether we should give them citizenship or not,"" Shah said, stressing on the fact that in Delhi, one-third of the people are refugees from Pakistan.

Attacking the AAP government, Shah said all development claims by them were lies.",,,
121,,"NEW DELHI: The BJP on Tuesday slammed the Congress over ex-Mumbai police commissioner Rakesh Maria's claim that Lashkar-e-Taiba planned to project the 26/11 terror attack as a case of Hindu terror, saying it raised questions whether the ""saffron terror plot was the combined project of the Congress and Pakistan's ISI"".

In his memoir 'Let Me Say It Now' released on Monday, Maria who helmed the investigation in 26/11 Mumbai terror attack, claimed that the LeT had planned to project the attack as a case of ""Hindu terror"" and Pakistani terrorist Mohammed Ajmal Kasab was to die as Bengaluru's Samir Chaudhari.

Taking on the Congress over the claim, BJP spokesperson GVL Narasimha Rao said that for the first time in the history of Islamic terrorism the perpetrators have attempted to mislead people about their identity.

""This raises serious questions, if the saffron terror plot was the combined project of the Congress and Pakistan's spy agency ISI. Around the same time, the UPA coined the saffron terror tag and Rahul Gandhi told US diplomats that India's homegrown groups are a greater threat to the country then Islamic terror groups,"" he said.

Rao alleged that Rahul Gandhi's comments seemed to have joint sponsorship of terror groups across the Line of Control and added that Kasab's fake ID proof and fake claims of the Congress not just have a coincidental resonance but also seem to be part of a larger conspiracy.

He demanded answers from the Congress, saying the party should come clean on this and should clarify whether ISI was also extended part of the Congress-led UPA.",,,
122,,"NEW DELHI: Terming Rahul Gandhi a ""known sympathiser"" of terror groups LeT and Jaish-e-Mohammed, the BJP on Friday alleged that the Congress leader chose to target not just the government but even the security forces at a time when the nation was paying tributes to those killed in last year's Pulwama attack.

The ruling party's retort came almost immediately after Gandhi, while paying homage to the 40 slain CRPF personnel killed in the attack, asked who benefitted the most from the attack and what was the outcome of the inquiry into it.

""Today as we remember our 40 CRPF martyrs in the Pulwama attack, let us ask: 1. Who benefitted the most from the attack? 2. What is the outcome of the inquiry into the attack? 3. Who in the BJP Govt has yet been held accountable for the security lapses that allowed the attack? (sic)"" he asked in a tweet.

BJP spokespersons slammed Gandhi for his remark, alleging that it insulted those killed in the attack.

""When nation is paying homage to martyrs of dastardly Pulwama attack, @RahulGandhi, a known sympathizer of LeT & Jaish-e-Mohammad, chooses to target not just the government but security forces as well. Rahul will never question real culprit, Pakistan. Shame on you Rahul!,"" tweeted BJP spokesperson G V L Narasimha Rao.

Shahnawaz Hussain tweeted, ""This is an insult to martyrs who sacrificed their life for the country. Congress has done this in past as well and people taught them a lesson for this blunder. Rahul Gandhi's such remarks help Pakistan counter India on international platforms.""

On the first anniversary of the Pulwama attack, a memorial to the 40 slain CRPF personnel will be inaugurated at the Lethpora camp in Jammu and Kashmir. Names of all the 40 personnel along with their pictures and the moto of the Central Reserve Police Force (CRPF) - 'Seva and Nishtha' (Service and Loyalty) will be part of the memorial, an official said.",,,
123,,"This Shaheen Bagh protest is being staged to divide the country, says Bairia MLA Surendra Singh

BJP's outspoken Bairia MLA Surendra Singh has described the ongoing anti-CAA protest at Shaheen Bagh in New Delhi as a global conspiracy by Muslim countries to ""divide the country"".

The Shaheen Bagh protest against the CAA and proposed NRC is a conspiracy sponsored by Muslim countries at the global level, Mr. Singh told reporters here on Friday night.

""This dharna is being staged to divide the country,"" he added.

Prone to making controversial statements, he also attacked All India Majlis-e-Ittehadul Muslimeen (AIMIM) chief Asaddudin Owaisi and described him as an ""enemy of the country"".

""The internal feelings of Owaisi are against India. In reality, Owaisi is the enemy of the country. Though he resides here, his feelings and beliefs are pro-Pakistan,"" said Mr. Singh.

""If his DNA test is conducted, it will be proved that like Jinnah, he wants to make India a Muslim country,"" said Singh.

The BJP legislator added that senior Samajwadi Party leader Azam Khan had termed Bharat Mata a ""dayan"", but he was set right by Chief Minister Yogi Adityanath and the country's Constitution.",,,
124,,"In the first state elections of the new decade, whose outcome will be known on Tuesday, incumbent chief minister, Arvind Kejriwal's Aam Aadmi Party (AAP) is seeking to retain power in the face of a strong challenge mounted by the Bharatiya Janata Party (BJP)

After being witness to a fierce election campaign, nearly 14.79 million registered voters in Delhi will finally get an opportunity to vote on Saturday to choose representatives to 70 assembly segments across the national capital and decide who governs the city-state for the next five years.

In the first state elections of the new decade, whose outcome will be known on Tuesday, incumbent chief minister, Arvind Kejriwal's Aam Aadmi Party (AAP) is seeking to retain power in the face of a strong challenge mounted by the Bharatiya Janata Party (BJP), which has sought votes in the name of Prime Minister Narendra Modi.

The first is the AAP's attempt to replicate its success of the 2015 assembly election -- when it won 67 of the 70 seats -- versus the BJP's effort to replicate its success in the 2019 Lok Sabha election,when it won all seven parliamentary seats in Delhi. The second is the AAP's campaign, which is focused on local governance issues and its track record in the past five years versus the BJP's, which focused on the larger ideological issue of the Citizenship (Amendment) Act, national security, and an effort to project all protesters -- and the AAP -- as ""anti-national"". The third is an effort by the AAP to carve out a multi-religious and multi-class alliance versus the BJP's campaign to consolidate Hindu voters across regions, castes and classes. And the fourth is the question of leadership -- where the CM is not pitted against a local rival but the PM.

Chief minister Arvind Kejriwal has said the primary issue in the election will be the work done by his government, but hit out at the rival BJP for trying to change the discourse and make it ""about a Hindu vs Muslim"" issue. ""Ours is the first government in 70 years that is seeking votes entirely on the ground of work done on the development front,"" he told HT in an interview on Wednesday. People have to decide whether they ""opt for the politics of abuse and violence, or politics of development"", he added.

Delhi BJP chief Manoj Tiwari said his party's agenda was development. ""We are talking about Ayushman Bharat for free medical care and PM Awas Yojana to provide housing to people... Non-implementation of these two schemes will be the main reason for AAP's defeat in Delhi,"" Tiwari told HT on Wednesday, adding that party did not endorse the provocative statements of some of its MPs.

Over the last four years, the city has voted distinctly for distinct elections.

During the 2015 elections, the AAP bagged 54% of the vote share in the polls. But its vote share decreased in the next two elections held in the city -- the municipal elections in 2017 and the Lok Sabha polls in 2019. The AAP polled the highest share of votes in 2015; it stood second in the 2017 civic elections, with 26% of the votes, and finished third in five of the seven seats in the 2019 national elections, dropping to 18% of the votes and winning no seat.

On the contrary, both the BJP and the Congress improved in terms of vote share in this period. The BJP polled 56% votes in the 2019 Lok Sabha elections, up from 36% in 2017 and 32% in 2015. In 2019, it had a lead in 65 of the 70 assembly constituencies. The Congress got just 10% of votes in 2015, 21% in 2017 and 23% in 2019.

Political observers believe that this election will significantly depend on whether voting patterns of the Lok Sabha election hold, or whether it reverts to the assembly pattern. A Centre for the Study of Developing Societies (CSDS)-Lokniti poll conducted during the 2019 Lok Sabha polls showed that only about half of the people who voted for the BJP or the Congress in the Lok Sabha polls would have voted for the same party in case of a snap assembly election. The corresponding figure was 82% for the AAP.

The second variable is the impact of the campaign on the polls.

The AAP -- through government advertisements before the model code of conduct, public interaction programmes, townhall meetings by Kejriwal, hundreds of small corner meetings in Delhi neighbourhoods, dozens of rallies and roadshows, and a strong social media campaign -- has advertised its governance record.

In particular, it has focused on the improvement in government schools, public health systems, provision of electricity and water supply and subsidised rates, and free public transport for women. It has also promised to focus on pollution, provision of clean water and cleanliness in its next term if elected to power.

At the end of last year, the BJP had two key campaign planks. Through a parliamentary legislation, and then an announcement by PM Modi at a rally in Delhi, the party claimed credit for providing ownership documents to four million residents of unauthorised colonies in Delhi.

It also promised ""triple-engine governance"" under Modi, for the BJP would then hold the reins of power at the central, state and local level if elected to power.

But the party's campaign took a turn in the wake of protests against the CAA, particularly in Delhi's Shaheen Bagh area. Led by home minister Amit Shah, the party deployed its Cabinet ministers, MPs, former and current chief ministers, and the cadre of ideological affiliates of the Rashtriya Swayamsevak Sangh (RSS) to project the protests as ""anti-national"" in character and which suited Pakistan. It blamed the AAP and the Congress for backing these protests, spreading anarchy and violence, and causing inconvenience to the city's residents.

Commenting on the nature of the campaign, Shakti Sinha,a former bureaucrat who has served in the Delhi government and former director of the Nehru Memorial Museum and Library, said: ""AAP's subsidy policy has huge long-term development costs in terms of forgone investment in infrastructure and sustainability, but has created a huge constituency of beneficiaries. Will the BJP be able to sell its message of nationalism and empowerment? It has stemmed the tide that was flowing against it but would it be enough to bring it to power?""

The third related strand was mobilisation of different segments. The AAP hopes to win the substantial support of the city's Muslim population -- which is influential in close to 10 seats. While the minorities had shifted in large numbers to the Congress in the Lok Sabha election, reports indicate they may consolidate behind AAP for they see it as the party best positioned to defeat the BJP. The AAP also hopes to win the support of the Hindu poor and the lower middle-class, primarily on the ground of having delivered tangible benefits to these segments through its welfare schemes. AAP has also sought to quell the impression, pushed by BJP, that it is against Hindu interests, with Kejriwal reciting the Hanuman Chalisa, going to the Hanuman temple on Friday, and candidates repeatedly emphasising their religious identity -- besides focusing on how the party has promised lessons in patriotism in school curricula and supporting moves such as the nullification of Article 370 that gave Jammu and Kashmir special status.

The BJP, for its part, is hoping to consolidate Hindus -- across different demographic segments, from Punjabis, Banias, Purvanchalis (migrants from eastern Uttar Pradesh and Bihar), and Dalits. This is based on the premise that the largely Muslim-driven protests against CAA would antagonise the majority community.

It is here that the performance of the Congress will also play a role, for if it retains its base of Muslims and the poor, weaning them away from AAP, especially in constituencies where it has put up locally strong candidates, it may benefit the BJP.

""Ultimately, it may boil to how much vote the Congress attracts; the higher it is, the more AAP would suffer,"" Sinha said.

And the final strand is leadership. While AAP's mascot is Kejriwal, the BJP is primarily focusing on Modi as the face of the campaign. While the PM addressed only two rallies, it is his image that adorns the party's hoardings and advertisements. Just as in 2019, when the BJP asked who the opposition had to counter Modi, Kejriwal in 2020 is asking who the BJP has to counter him as the CM.

""Arvind Kejriwal is the pole along which these elections are being fought. The AAP is fighting on Kejriwal's charisma and his governance,"" said Neelanjan Sircar, who is affiliated with Ashoka University and the Centre for Policy Research. ""The BJP has ceded the governance narrative to the AAP, but is trying to paint Kejriwal as inimical to Hindu interests. And the Congress is a shadow of its former self.""

It remains to be seen if the BJP had polarised the electorate enough to pull off a win in Delhi, he added. ""Otherwise, it's advantage AAP.""",,,
125,,"Attacking Prime Minister Narendra Modi and Union home minister Amit Shah, Shiv Sena leader Sanjay Raut, in his weekly column 'Roktok' in Sena mouthpiece Saamana, said the Bharatiya Janata Party (BJP) is only focused on creating a divide between Hindus and Muslims.

Raut said that while Modi is talking about winning a war with Pakistan in 8-10 days, Shah is looking at taking on the Muslims of the country.

The Sena leader also backed Delhi chief minister (CM) Arvind Kejriwal in the upcoming polls as the Aam Aadmi Party (AAP) leader has carried out the work that people wanted. The Delhi election is scheduled for February 8.

In his column, Raut said the armed forces are suffering due to financial crisis and economic slowdown in the country.

""The soldiers of the border forces are not getting their allowance and the unemployed are not getting jobs in the country... If we leave aside Pakistan, the rupee has slid considerably. These are not good signs for the economy. The government should focus more on issues such as inflation, unemployment, and depreciating rupee-value. But the entire attention and force of the BJP?is on dividing the Hindus and Muslims of the country,"" Raut wrote. He added, ""Prime Minister Modi is giving speeches on war with Pakistan, while home minister Amit Shah is looking to fight the Muslims of the country.""

Last week, Modi at the NCC Cadet rally in Delhi had said, ""Pakistan has already lost three wars [with India]. Our armed forces will not take more than 8-10 days to make Pakistan bite the dust.""

""Our Prime Minister Narendra Modi is an expert in giving speeches. The PM makes speeches but things are not seen in action,"" the column read. The Sena leader added that the PM forgot the fact that soldiers at borders are not being provided with sufficient ration. ""During his NCC cadet speech, PM Modi gave an ultimatum to the Pakistan army. But his ideology in politics is not moving ahead of Pakistan. There are enemies at China border as well who are more dangerous than the Pakistan army. China has taken over Nepal and we are still stuck on Pakistan,"" he said.

Backing Kejriwal's AAP, Raut said that despite several attempts by the Centre, the Delhi CM has done good work. The Sena leader said that the level of campaigning for Delhi polls has slid like the value of the Indian rupee. ""The campaigning for Delhi has reached its peak, and BJP's 65 ministers and 200 MPs are talking about Pakistan and Muslims. Even then Arvind Kejriwal will win... An entire army of the BJP is campaigning; despite this, if BJP loses then it will be the loss of PM Modi and home minister Amit Shah. They lost Maharashtra and Jharkhand, now Delhi, too, will go,"" the column read.",,,
126,,"Uttar Pradesh CM said his Delhi counterpart supported 'divisive forces'.

Uttar Pradesh Chief Minister Yogi Adityanath on Sunday said Pakistan and AAP chief Arvind Kejriwal had felt pain when the special status of Jammu and Kashmir under Article 370 was withdrawn.

Mr. Adityanath said the Shaheen Bagh protest was a ""malicious attempt to disturb peace and normal life"" in the national capital.

Addressing a rally at Badarpur here, he said that in the Delhi election, on one side there was the leadership of Narendra Modi for development and nationalism, and on the other, there was the Congress and Mr. Kejriwal who ""support divisive forces"".

""The BJP is working with zero tolerance towards terrorism. But Kejriwal is busy sponsoring and offering biryani in Shaheen Bagh,"" he said.

The U.P. Chief Minister appealed to the people in Badarpur constituency to vote for the BJP, saying that the whole country and the world were watching them as to whom they support in the Delhi election.

Questioning the motive of the protesters at Shaheen Bagh, Mr. Adityanath alleged it was a ""pretext to oppose abrogation of Article 370, court's judgement on Ram temple and Triple Talaq ban.""

""The Shaheen Bagh protest is a pretext. They had to protest against the removal of Article 370 and construction of a grand Ram temple in Ayodhya. We can understand their problem. Their problem is ban on Triple Talaq.""

The protest at Shaheen Bagh in southeast Delhi, participated by large number of women, is going on since mid-December against the Citizenship Amendment Act.

The Aam Aadmi Party on Sunday asked the Election Commission to ban Mr. Adityanath from campaigning in the national capital over his alleged provocative speeches and also sought his arrest.

Mr. Adiyanath also slamemd the Kejriwal government for ""obstructing"" various government schemes in Delhi.

He said the BJP will implement these schemes including Kisan Samman Nidhi and Ayushman Bharat health scheme after forming the government in Delhi.

Asserting that he ensured peaceful Kanwar Yatras in Delhi, Mr. Adityanath said he has warned that those trying to ""attack"" these religious processions will have to face police bullets.

""I gave directions to make proper arrangements to welcome Lord shiva's devotees. People said riots will take place, but I said if anyone attacks Kanwar Yatras, then police bullets, and not merely words, will put sense into them.""

Referring to the anti-CAA protests in U.P., he asserted that his government dealt with it by declaring that protesters involved in damaging public property will have to compensate it.",,,
127,,"Karnataka's Tourism Minister C.T. Ravi on Wednesday said that ""anti-nationals should get bullet and not biryani"", tweeting in support of Union Minister Anurag Thakur who has courted controversy by asking the crowds at a Delhi rally to raise ""shoot the traitor"" slogans against anti-CAA agitators.

Mr. Ravi tweeted, ""Those attacking Union MoS @ianuragthakur for His statement against Traitors are the ones who- Opposed death to Terrorists Ajmal Kasab & Yakub Memon, Supported Tukde Tukde Gang, Spread lies against #CAA.Anti-Nationals should get Bullet not Biryani. #IStandWithAnuragThakur.""

Mr. Ravi's comment on anti-CAA agitators is not an isolated case. Over the last month, the protesters have seen a barrage of similar responses by the BJP leaders in Karnataka.

In early January, BJP MLA Somashekar Reddy had said at a pro-CAA rally that those opposing the law should think of the ""consequences"" if the majority community hits the streets against them. A case has been booked against him in Ballari in this connection.

More recently, Chief Minister's political adviser MP Renukacharya, also at a pro-CAA rally, said that Muslims were collecting weapons in mosques instead of praying, kicking off a row. He refused to apologise for his comments and said that he would not extend any special packages to the community. Revenue Minister R. Ashok too had argued that ""anyone indulging in anti-national activities"" should be shot dead.

Opposition leaders in Karnataka who have spoken in support of anti-CAA protesters have also been on the receiving end. Health Minister B. Sriramulu recently chastised former Chief Minister H.D. Kumaraswamy for his ""fondness for Pakistan"" and said that he should settle in the neighbouring country. Mr. Kumaraswamy has been trolled extensively for his criticism of police action against anti-CAA demonstrators in Mangaluru, which left two people dead.

Following the spate of such comments, State BJP President Nalin Kumar Kateel had advised ministers and MLAs of the party to focus on work and refrain from indulging in controversial comments.",,,
128,,"Prime Minister Narendra Modi, who accused the opposition parties on Thursday in Parliament saying that they were speaking lies on CAA and NPR, is actually lying about the Citizenship Amendment Act and the National Population Register, said G. Ramakrishnan, Politburo Member of Communist Party of India (Marxist), here on Friday.

""Yesterday (Thursday) when Prime Minister Narendra Modi spoke in the Lok Sabha on the CAA and NPR, he said the opposition parties are lying. It is the Prime Minister who spoke lies,"" he told presspersons.

In 2003, when Atal Bihari Vajpayee was the Prime Minister and Advani was the Home Minister, the Citizenship Act was amended and based on it rules were framed for NPR.

It was implemented only in 2010 for various reasons. It is not that the Congress or the UPA government introduced it and are objecting to it now.

Further, there is no relationship between the NPR and implementation of welfare schemes for the citizens.

The NPR rules were framed based on CAA. But, the Prime Minister tried to create an impression that implementation of the schemes will be affected if the NPR is not updated. The CPI (M) and the opposition parties are urging the citizens not to answer the questions when NPR is updated as if they do not give clear answers even for a few questions, they may be put in detention camps, he said.

K. Balakrishnan, State Secretary of the party, said actor Rajinikanth speaks for CAA now. Recently the IT cases against him were withdrawn. He has become the voice of the BJP, Mr. Modi and Amit Shah. Mr. Rajinikanth only says what the Prime Minister and Amit Shah say on the CAA. He does not speak anything new.

""Is he ready for a direct debate with us on the CAA?"", he asked.",,,
129,,"MUMBAI: NCP chief Sharad Pawar on Tuesday said the alliance partners may discuss the issue on Citizenship Amendment Act (CAA) and that Maharashtra chief minister Uddhav Thackeray was entitled to his view.

Pawar was responding to statements made by Thackeray that there is

He underlined that the Nationalist Congress Party's (NCP) stand is clear over the new citizenship law and it stands firm in opposing the CAA.

""Whatever Uddhav Thackeray said, that is his view. He is the chief minister of Maharashtra, he has his own views. Yes, in Maharashtra we are in a coalition government and opinion and views of the parties on certain issues may differ, but we can sit and discuss on it as far as CAA is concerned,"" said Pawar, whose party is a major alliance partner of Maharashtra's Maha Vikas Aghadi government - an alliance of Shiv Sena, NCP and Congress.

""The three parties of the Maha Vikas Aghadi will sit and discuss it. Soon we will be having a detailed discussion on it and we will try to convince chief minister Uddhav Thackeray about it,"" Pawar added.

Pawar further stated that there can be a difference of opinions in a coalition government.

""We have the experience of running a coalition government at the Centre during the UPA regime. The United Progressive Alliance (UPA) had 29 parties. In fact, we had the Left front parties too with us which always had different views, but we managed to go along with them,"" he said.

Uddhav Thackeray earlier today said that there is no need to worry if the CAA is implemented. He reiterated that the National Register of Citizens (NRC) will not be implemented in the state.

""CAA and NRC both are different and NPR is different. No one has to worry if CAA gets implemented. NRC is not there and will not be implemented in the state,"" said Thackeray while speaking to reporters.

Many non-BJP state governments, including Madhya Pradesh, West Bengal, Kerala, Punjab and Rajasthan have refused to implement the Citizenship Amendment Act (CAA) and the proposed NRC in their respective states.",,,
